"","UGT71C5_pwg","UGT71C5_t.statistic","UGT71C4_pwg","UGT71C4_t.statistic","UGT71C3_pwg","UGT71C3_t.statistic","AT1G50580_pwg","AT1G50580_t.statistic","AT1G64910_pwg","AT1G64910_t.statistic","AT1G64920_pwg","AT1G64920_t.statistic","AT2G18560_pwg","AT2G18560_t.statistic","AT2G18570_pwg","AT2G18570_t.statistic","AT2G22590_pwg","AT2G22590_t.statistic","AT2G22930_pwg","AT2G22930_t.statistic","MAX1_pwg","MAX1_t.statistic","AT2G29710_pwg","AT2G29710_t.statistic","UGT71D1_pwg","UGT71D1_t.statistic","UGT71C2_pwg","UGT71C2_t.statistic","UGT71C1_pwg","UGT71C1_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT3G11180_pwg","AT3G11180_t.statistic","UGT71B1_pwg","UGT71B1_t.statistic","HYR1_pwg","HYR1_t.statistic","UGT71B6_pwg","UGT71B6_t.statistic","AT3G21790_pwg","AT3G21790_t.statistic","UGT71B8_pwg","UGT71B8_t.statistic","AT3G29630_pwg","AT3G29630_t.statistic","UGT72E1_pwg","UGT72E1_t.statistic","TT6_pwg","TT6_t.statistic","TT5_pwg","TT5_t.statistic","JRG21_pwg","JRG21_t.statistic","AT4G09500_pwg","AT4G09500_t.statistic","AT4G15260_pwg","AT4G15260_t.statistic","AT4G16330_pwg","AT4G16330_t.statistic","AT4G22870_pwg","AT4G22870_t.statistic","TT18_pwg","TT18_t.statistic","AT4G27560_pwg","AT4G27560_t.statistic","AT4G27570_pwg","AT4G27570_t.statistic","AT4G36770_pwg","AT4G36770_t.statistic","AT5G05600_pwg","AT5G05600_t.statistic","FLS1_pwg","FLS1_t.statistic","AT5G12270_pwg","AT5G12270_t.statistic","TT4_pwg","TT4_t.statistic","UGT78D3_pwg","UGT78D3_t.statistic","AT5G17040_pwg","AT5G17040_t.statistic","UGT78D2_pwg","UGT78D2_t.statistic","UGT72E3_pwg","UGT72E3_t.statistic","TT3_pwg","TT3_t.statistic","AT5G49690_pwg","AT5G49690_t.statistic","AT5G53990_pwg","AT5G53990_t.statistic","AT5G54010_pwg","AT5G54010_t.statistic","UF3GT_pwg","UF3GT_t.statistic","AT5G65550_pwg","AT5G65550_t.statistic","UGT72E2_pwg","UGT72E2_t.statistic"
"NAC036","NAC036",0,"AT2G18300",0,"AT2G18300",0,"AT2G18490",0,"LBD8",0,"AT2G19380",0,"VND1",0,"VND1",0,"AT2G20110",0,"AT2G18490",0,"HB21",0,"HB21",0,"HB21",0,"AT2G18850",0,"AT2G19380",0,"HANL1",0,"NFD4",0,"OZF1",0,"AT2G18090",0,"SRS4",0,"TLP2",0,"VND1",0,"PIL5",0,"HB21",0,"AT2G17410",0,"AT2G17410",0,"VND1",0,"AT2G19380",0,"AT2G18490",0,"TLP2",0,"WUS1",0,"HANL1",0,"HANL1",0,"HANL1",0,"HANL1",0,"HB21",0,"VND1",0,"NFD4",0,"AT2G20110",0,"NFD4",0,"LBD8",0,"OZF1",0,"NFD4",0,"AT2G19380",0,"HANL1",0,"OZF1",0,"AT2G20110",0,"AT2G20110",0,"HANL1",0,"AT2G20110",0,"AT2G18850",0
"AT2G17150","AT2G17150",0,"ZHD6",0,"ZHD6",0,"HB21",0,"OZF1",0,"LBD8",0,"AT2G18090",0,"AT2G18090",0,"PIL5",0,"HB21",0,"AT2G18850",0,"AT2G18850",0,"AT2G18850",0,"AT2G19380",0,"LBD8",0,"AT2G18490",0,"WUS1",0,"AT2G20110",0,"SRS4",0,"GBF5",0,"ZHD6",0,"AT2G18090",0,"AT2G20280",0,"AT2G18850",0,"NFD4",0,"NFD4",0,"AT2G18090",0,"LBD8",0,"HB21",0,"ZHD6",0,"VND1",0,"AT2G18490",0,"AT2G18490",0,"AT2G18490",0,"AT2G18490",0,"AT2G18850",0,"AT2G18090",0,"WUS1",0,"PIL5",0,"WUS1",0,"OZF1",0,"AT2G20110",0,"WUS1",0,"LBD8",0,"AT2G18490",0,"AT2G20110",0,"PIL5",0,"PIL5",0,"AT2G18490",0,"PIL5",0,"AT2G19380",0
"DAZ1","DAZ1",0,"HANL1",0,"HANL1",0,"AT2G18850",0,"AT2G20110",0,"OZF1",0,"SRS4",0,"SRS4",0,"AT2G20280",0,"AT2G18850",0,"AT2G19380",0,"AT2G19380",0,"AT2G19380",0,"LBD8",0,"OZF1",0,"HB21",0,"VND1",0,"PIL5",0,"GBF5",0,"TLP2",0,"HANL1",0,"SRS4",0,"AT2G20350",0,"AT2G19380",0,"WUS1",0,"WUS1",0,"SRS4",0,"OZF1",0,"AT2G18850",0,"HANL1",0,"AT2G18090",0,"HB21",0,"HB21",0,"HB21",0,"HB21",0,"AT2G19380",0,"SRS4",0,"VND1",0,"AT2G20280",0,"VND1",0,"AT2G20110",0,"PIL5",0,"VND1",0,"OZF1",0,"HB21",0,"PIL5",0,"AT2G20280",0,"AT2G20280",0,"HB21",0,"AT2G20280",0,"LBD8",0
"AT2G17410","AT2G17410",0,"AT2G18490",0,"AT2G18490",0,"AT2G19380",0,"PIL5",0,"AT2G20110",0,"GBF5",0,"GBF5",0,"AT2G20350",0,"AT2G19380",0,"LBD8",0,"LBD8",0,"LBD8",0,"OZF1",0,"AT2G20110",0,"AT2G18850",0,"AT2G18090",0,"AT2G20280",0,"TLP2",0,"ZHD6",0,"AT2G18490",0,"GBF5",0,"AT2G20400",0,"LBD8",0,"VND1",0,"VND1",0,"GBF5",0,"AT2G20110",0,"AT2G19380",0,"AT2G18490",0,"SRS4",0,"AT2G18850",0,"AT2G18850",0,"AT2G18850",0,"AT2G18850",0,"LBD8",0,"GBF5",0,"AT2G18090",0,"AT2G20350",0,"AT2G18090",0,"PIL5",0,"AT2G20280",0,"AT2G18090",0,"AT2G20110",0,"AT2G18850",0,"AT2G20280",0,"AT2G20350",0,"AT2G20350",0,"AT2G18850",0,"AT2G20350",0,"OZF1",0
"NFD4","NFD4",0,"HB21",0,"HB21",0,"LBD8",0,"AT2G20280",0,"PIL5",0,"ZHD6",0,"ZHD6",0,"AT2G20400",0,"LBD8",0,"OZF1",0,"OZF1",0,"OZF1",0,"AT2G20110",0,"PIL5",0,"AT2G19380",0,"SRS4",0,"AT2G20350",0,"ZHD6",0,"HANL1",0,"HB21",0,"ZHD6",0,"GPRI1",0,"OZF1",0,"AT2G18090",0,"AT2G18090",0,"ZHD6",0,"PIL5",0,"LBD8",0,"HB21",0,"GBF5",0,"AT2G19380",0,"AT2G19380",0,"AT2G19380",0,"AT2G19380",0,"OZF1",0,"TLP2",0,"SRS4",0,"AT2G20400",0,"SRS4",0,"AT2G20280",0,"AT2G20350",0,"SRS4",0,"PIL5",0,"AT2G19380",0,"AT2G20350",0,"AT2G20400",0,"AT2G20400",0,"AT2G19380",0,"AT2G20400",0,"AT2G20110",0
"WUS1","WUS1",0,"AT2G18850",0,"AT2G18850",0,"OZF1",0,"AT2G20350",0,"AT2G20280",0,"HANL1",0,"HANL1",0,"GPRI1",0,"OZF1",0,"AT2G20110",0,"AT2G20110",0,"AT2G20110",0,"PIL5",0,"AT2G20280",0,"LBD8",0,"GBF5",0,"AT2G20400",0,"HANL1",0,"AT2G18490",0,"AT2G18850",0,"HANL1",0,"ERF53",0,"AT2G20110",0,"SRS4",0,"SRS4",0,"HANL1",0,"AT2G20280",0,"OZF1",0,"AT2G18850",0,"AT2G18300",0,"LBD8",0,"LBD8",0,"LBD8",0,"LBD8",0,"AT2G20110",0,"ZHD6",0,"GBF5",0,"GPRI1",0,"GBF5",0,"AT2G20350",0,"AT2G20400",0,"GBF5",0,"AT2G20280",0,"LBD8",0,"AT2G20400",0,"GPRI1",0,"GPRI1",0,"LBD8",0,"GPRI1",0,"PIL5",0
"VND1","VND1",0,"AT2G19380",0,"AT2G19380",0,"AT2G20110",0,"AT2G20400",0,"AT2G20350",0,"AT2G18490",0,"AT2G18490",0,"ERF53",0,"AT2G20110",0,"PIL5",0,"PIL5",0,"PIL5",0,"AT2G20280",0,"AT2G20350",0,"OZF1",0,"TLP2",0,"GPRI1",0,"AT2G18490",0,"HB21",0,"AT2G19380",0,"AT2G18490",0,"AT2G21230",0,"PIL5",0,"GBF5",0,"GBF5",0,"AT2G18490",0,"AT2G20350",0,"AT2G20110",0,"AT2G19380",0,"ZHD6",0,"OZF1",0,"OZF1",0,"OZF1",0,"OZF1",0,"PIL5",0,"HANL1",0,"TLP2",0,"ERF53",0,"TLP2",0,"AT2G20400",0,"GPRI1",0,"ZHD6",0,"AT2G20350",0,"OZF1",0,"GPRI1",0,"ERF53",0,"ERF53",0,"OZF1",0,"ERF53",0,"AT2G20280",0
"AT2G18090","AT2G18090",0,"LBD8",0,"LBD8",0,"PIL5",0,"GPRI1",0,"AT2G20400",0,"HB21",0,"HB21",0,"AT2G21230",0,"PIL5",0,"AT2G20280",0,"AT2G20280",0,"AT2G20280",0,"AT2G20350",0,"AT2G20400",0,"AT2G20110",0,"AT2G18300",0,"ERF53",0,"HB21",0,"AT2G18850",0,"LBD8",0,"HB21",0,"BPC4",0,"AT2G20280",0,"AT2G18300",0,"TLP2",0,"HB21",0,"AT2G20400",0,"PIL5",0,"LBD8",0,"HANL1",0,"AT2G20110",0,"AT2G20110",0,"AT2G20110",0,"AT2G20110",0,"AT2G20280",0,"AT2G18490",0,"AT2G18300",0,"AT2G21230",0,"ZHD6",0,"GPRI1",0,"ERF53",0,"HANL1",0,"AT2G20400",0,"AT2G20110",0,"ERF53",0,"AT2G21230",0,"AT2G21230",0,"AT2G20110",0,"AT2G21230",0,"AT2G20350",0
"SRS4","SRS4",0,"OZF1",0,"OZF1",0,"AT2G20280",0,"ERF53",0,"GPRI1",0,"AT2G18850",0,"AT2G18850",0,"BPC4",0,"AT2G20280",0,"AT2G20350",0,"AT2G20350",0,"AT2G20350",0,"AT2G20400",0,"GPRI1",0,"PIL5",0,"ZHD6",0,"AT2G21230",0,"AT2G18850",0,"AT2G19380",0,"OZF1",0,"AT2G18850",0,"AT2G21530",0,"AT2G20350",0,"ZHD6",0,"ZHD6",0,"AT2G18850",0,"GPRI1",0,"AT2G20280",0,"OZF1",0,"AT2G18490",0,"PIL5",0,"PIL5",0,"PIL5",0,"PIL5",0,"AT2G20350",0,"HB21",0,"ZHD6",0,"BPC4",0,"HANL1",0,"ERF53",0,"AT2G21230",0,"AT2G18490",0,"GPRI1",0,"PIL5",0,"AT2G21230",0,"BPC4",0,"BPC4",0,"PIL5",0,"BPC4",0,"AT2G20400",0
"GBF5","GBF5",0,"AT2G20110",0,"AT2G20110",0,"AT2G20350",0,"AT2G21230",0,"ERF53",0,"AT2G19380",0,"AT2G19380",0,"AT2G21530",0,"AT2G20350",0,"AT2G20400",0,"AT2G20400",0,"AT2G20400",0,"GPRI1",0,"ERF53",0,"AT2G20280",0,"HANL1",0,"BPC4",0,"AT2G19380",0,"LBD8",0,"AT2G20110",0,"AT2G19380",0,"WRKY59",0,"AT2G20400",0,"HANL1",0,"HANL1",0,"AT2G19380",0,"ERF53",0,"AT2G20350",0,"AT2G20110",0,"HB21",0,"AT2G20280",0,"AT2G20280",0,"AT2G20280",0,"AT2G20280",0,"AT2G20400",0,"AT2G18850",0,"HANL1",0,"AT2G21530",0,"AT2G18490",0,"AT2G21230",0,"BPC4",0,"HB21",0,"ERF53",0,"AT2G20280",0,"BPC4",0,"AT2G21530",0,"AT2G21530",0,"AT2G20280",0,"AT2G21530",0,"GPRI1",0
"AT2G18300","AT2G18300",0,"PIL5",0,"PIL5",0,"AT2G20400",0,"BPC4",0,"AT2G21230",0,"LBD8",0,"LBD8",0,"WRKY59",0,"AT2G20400",0,"GPRI1",0,"GPRI1",0,"GPRI1",0,"ERF53",0,"AT2G21230",0,"AT2G20350",0,"AT2G18490",0,"AT2G21530",0,"LBD8",0,"OZF1",0,"PIL5",0,"LBD8",0,"AT2G22200",0,"GPRI1",0,"AT2G18490",0,"AT2G18490",0,"LBD8",0,"AT2G21230",0,"AT2G20400",0,"PIL5",0,"AT2G18850",0,"AT2G20350",0,"AT2G20350",0,"AT2G20350",0,"AT2G20350",0,"GPRI1",0,"AT2G19380",0,"AT2G18490",0,"WRKY59",0,"HB21",0,"BPC4",0,"AT2G21530",0,"AT2G18850",0,"AT2G21230",0,"AT2G20350",0,"AT2G21530",0,"WRKY59",0,"WRKY59",0,"AT2G20350",0,"WRKY59",0,"ERF53",0
"ZHD6","ZHD6",0,"AT2G20280",0,"AT2G20280",0,"GPRI1",0,"AT2G21530",0,"BPC4",0,"OZF1",0,"OZF1",0,"AT2G22200",0,"GPRI1",0,"ERF53",0,"ERF53",0,"ERF53",0,"AT2G21230",0,"BPC4",0,"AT2G20400",0,"HB21",0,"WRKY59",0,"OZF1",0,"AT2G20110",0,"AT2G20280",0,"OZF1",0,"SR1",0,"ERF53",0,"HB21",0,"HB21",0,"OZF1",0,"BPC4",0,"GPRI1",0,"AT2G20280",0,"AT2G19380",0,"AT2G20400",0,"AT2G20400",0,"AT2G20400",0,"AT2G20400",0,"ERF53",0,"LBD8",0,"HB21",0,"AT2G22200",0,"AT2G18850",0,"AT2G21530",0,"WRKY59",0,"AT2G19380",0,"BPC4",0,"AT2G20400",0,"WRKY59",0,"AT2G22200",0,"AT2G22200",0,"AT2G20400",0,"AT2G22200",0,"AT2G21230",0
"HANL1","HANL1",0,"AT2G20350",0,"AT2G20350",0,"ERF53",0,"WRKY59",0,"AT2G21530",0,"AT2G20110",0,"AT2G20110",0,"SR1",0,"ERF53",0,"AT2G21230",0,"AT2G21230",0,"AT2G21230",0,"BPC4",0,"AT2G21530",0,"GPRI1",0,"AT2G18850",0,"AT2G22200",0,"AT2G20110",0,"PIL5",0,"AT2G20350",0,"AT2G20110",0,"HB6",0,"AT2G21230",0,"AT2G18850",0,"AT2G18850",0,"AT2G20110",0,"AT2G21530",0,"ERF53",0,"AT2G20350",0,"LBD8",0,"GPRI1",0,"GPRI1",0,"GPRI1",0,"GPRI1",0,"AT2G21230",0,"OZF1",0,"AT2G18850",0,"SR1",0,"AT2G19380",0,"WRKY59",0,"AT2G22200",0,"LBD8",0,"AT2G21530",0,"GPRI1",0,"AT2G22200",0,"SR1",0,"SR1",0,"GPRI1",0,"SR1",0,"BPC4",0
"AT2G18490","AT2G18490",0,"AT2G20400",0,"AT2G20400",0,"AT2G21230",0,"AT2G22200",0,"WRKY59",0,"PIL5",0,"PIL5",0,"HB6",0,"AT2G21230",0,"BPC4",0,"BPC4",0,"BPC4",0,"AT2G21530",0,"WRKY59",0,"ERF53",0,"AT2G19380",0,"SR1",0,"PIL5",0,"AT2G20280",0,"AT2G20400",0,"PIL5",0,"SVP",0,"BPC4",0,"AT2G19380",0,"AT2G19380",0,"PIL5",0,"WRKY59",0,"AT2G21230",0,"AT2G20400",0,"OZF1",0,"ERF53",0,"ERF53",0,"ERF53",0,"ERF53",0,"BPC4",0,"AT2G20110",0,"AT2G19380",0,"HB6",0,"LBD8",0,"AT2G22200",0,"SR1",0,"OZF1",0,"WRKY59",0,"ERF53",0,"SR1",0,"HB6",0,"HB6",0,"ERF53",0,"HB6",0,"AT2G21530",0
"HB21","HB21",0,"GPRI1",0,"GPRI1",0,"BPC4",0,"SR1",0,"AT2G22200",0,"AT2G20280",0,"AT2G20280",0,"SVP",0,"BPC4",0,"AT2G21530",0,"AT2G21530",0,"AT2G21530",0,"WRKY59",0,"AT2G22200",0,"AT2G21230",0,"LBD8",0,"HB6",0,"AT2G20280",0,"AT2G20350",0,"GPRI1",0,"AT2G20280",0,"AGL17",0,"AT2G21530",0,"LBD8",0,"LBD8",0,"AT2G20280",0,"AT2G22200",0,"BPC4",0,"GPRI1",0,"AT2G20110",0,"AT2G21230",0,"AT2G21230",0,"AT2G21230",0,"AT2G21230",0,"AT2G21530",0,"PIL5",0,"LBD8",0,"SVP",0,"OZF1",0,"SR1",0,"HB6",0,"AT2G20110",0,"AT2G22200",0,"AT2G21230",0,"HB6",0,"SVP",0,"SVP",0,"AT2G21230",0,"SVP",0,"WRKY59",0
"AT2G18850","AT2G18850",0,"ERF53",0,"ERF53",0,"AT2G21530",0,"HB6",0,"SR1",0,"AT2G20350",0,"AT2G20350",0,"AGL17",0,"AT2G21530",0,"WRKY59",0,"WRKY59",0,"WRKY59",0,"AT2G22200",0,"SR1",0,"BPC4",0,"OZF1",0,"SVP",0,"AT2G20350",0,"AT2G20400",0,"ERF53",0,"AT2G20350",0,"IAA8",0,"WRKY59",0,"OZF1",0,"OZF1",0,"AT2G20350",0,"SR1",0,"AT2G21530",0,"ERF53",0,"PIL5",0,"BPC4",0,"BPC4",0,"BPC4",0,"BPC4",0,"WRKY59",0,"AT2G20280",0,"OZF1",0,"AGL17",0,"AT2G20110",0,"HB6",0,"SVP",0,"PIL5",0,"SR1",0,"BPC4",0,"SVP",0,"AGL17",0,"AGL17",0,"BPC4",0,"AGL17",0,"AT2G22200",0
"AT2G19380","AT2G19380",0,"AT2G21230",0,"AT2G21230",0,"WRKY59",0,"SVP",0,"HB6",0,"AT2G20400",0,"AT2G20400",0,"IAA8",0,"WRKY59",0,"AT2G22200",0,"AT2G22200",0,"AT2G22200",0,"SR1",0,"HB6",0,"AT2G21530",0,"AT2G20110",0,"AGL17",0,"AT2G20400",0,"GPRI1",0,"AT2G21230",0,"AT2G20400",0,"SUVH6",0,"AT2G22200",0,"AT2G20110",0,"AT2G20110",0,"AT2G20400",0,"HB6",0,"WRKY59",0,"AT2G21230",0,"AT2G20280",0,"AT2G21530",0,"AT2G21530",0,"AT2G21530",0,"AT2G21530",0,"AT2G22200",0,"AT2G20350",0,"AT2G20110",0,"IAA8",0,"PIL5",0,"SVP",0,"AGL17",0,"AT2G20280",0,"HB6",0,"AT2G21530",0,"AGL17",0,"IAA8",0,"IAA8",0,"AT2G21530",0,"IAA8",0,"SR1",0
"LBD8","LBD8",0,"BPC4",0,"BPC4",0,"AT2G22200",0,"AGL17",0,"SVP",0,"GPRI1",0,"GPRI1",0,"SUVH6",0,"AT2G22200",0,"SR1",0,"SR1",0,"SR1",0,"HB6",0,"SVP",0,"WRKY59",0,"PIL5",0,"IAA8",0,"GPRI1",0,"ERF53",0,"BPC4",0,"GPRI1",0,"AT2G22750",0,"SR1",0,"PIL5",0,"PIL5",0,"GPRI1",0,"SVP",0,"AT2G22200",0,"BPC4",0,"AT2G20350",0,"WRKY59",0,"WRKY59",0,"WRKY59",0,"WRKY59",0,"SR1",0,"AT2G20400",0,"PIL5",0,"SUVH6",0,"AT2G20280",0,"AGL17",0,"IAA8",0,"AT2G20350",0,"SVP",0,"WRKY59",0,"IAA8",0,"SUVH6",0,"SUVH6",0,"WRKY59",0,"SUVH6",0,"HB6",0
"OZF1","OZF1",0,"AT2G21530",0,"AT2G21530",0,"SR1",0,"IAA8",0,"AGL17",0,"ERF53",0,"ERF53",0,"AT2G22750",0,"SR1",0,"HB6",0,"HB6",0,"HB6",0,"SVP",0,"AGL17",0,"AT2G22200",0,"AT2G20280",0,"SUVH6",0,"ERF53",0,"AT2G21230",0,"AT2G21530",0,"ERF53",0,"AT2G22760",0,"HB6",0,"AT2G20280",0,"AT2G20280",0,"ERF53",0,"AGL17",0,"SR1",0,"AT2G21530",0,"AT2G20400",0,"AT2G22200",0,"AT2G22200",0,"AT2G22200",0,"AT2G22200",0,"HB6",0,"GPRI1",0,"AT2G20280",0,"AT2G22750",0,"AT2G20350",0,"IAA8",0,"SUVH6",0,"AT2G20400",0,"AGL17",0,"AT2G22200",0,"SUVH6",0,"AT2G22750",0,"AT2G22750",0,"AT2G22200",0,"AT2G22750",0,"SVP",0
"AT2G20110","AT2G20110",0,"WRKY59",0,"WRKY59",0,"HB6",0,"SUVH6",0,"IAA8",0,"AT2G21230",0,"AT2G21230",0,"AT2G22760",0,"HB6",0,"SVP",0,"SVP",0,"SVP",0,"AGL17",0,"IAA8",0,"SR1",0,"AT2G20350",0,"AT2G22750",0,"AT2G21230",0,"BPC4",0,"WRKY59",0,"AT2G21230",0,"NAI1",0,"SVP",0,"AT2G20350",0,"AT2G20350",0,"AT2G21230",0,"IAA8",0,"HB6",0,"WRKY59",0,"GPRI1",0,"SR1",0,"SR1",0,"SR1",0,"SR1",0,"SVP",0,"ERF53",0,"AT2G20350",0,"AT2G22760",0,"AT2G20400",0,"SUVH6",0,"AT2G22750",0,"GPRI1",0,"IAA8",0,"SR1",0,"AT2G22750",0,"AT2G22760",0,"AT2G22760",0,"SR1",0,"AT2G22760",0,"AGL17",0
"PIL5","PIL5",0,"AT2G22200",0,"AT2G22200",0,"SVP",0,"AT2G22750",0,"SUVH6",0,"BPC4",0,"BPC4",0,"NAI1",0,"SVP",0,"AGL17",0,"AGL17",0,"AGL17",0,"IAA8",0,"SUVH6",0,"HB6",0,"AT2G20400",0,"AT2G22760",0,"BPC4",0,"AT2G21530",0,"AT2G22200",0,"BPC4",0,"HAT9",0,"AGL17",0,"AT2G20400",0,"AT2G20400",0,"BPC4",0,"SUVH6",0,"SVP",0,"AT2G22200",0,"ERF53",0,"HB6",0,"HB6",0,"HB6",0,"HB6",0,"AGL17",0,"AT2G21230",0,"AT2G20400",0,"NAI1",0,"GPRI1",0,"AT2G22750",0,"AT2G22760",0,"ERF53",0,"SUVH6",0,"HB6",0,"AT2G22760",0,"NAI1",0,"NAI1",0,"HB6",0,"NAI1",0,"IAA8",0
"AT2G20280","AT2G20280",0,"SR1",0,"SR1",0,"AGL17",0,"AT2G22760",0,"AT2G22750",0,"AT2G21530",0,"AT2G21530",0,"HAT9",0,"AGL17",0,"IAA8",0,"IAA8",0,"IAA8",0,"SUVH6",0,"AT2G22750",0,"SVP",0,"GPRI1",0,"NAI1",0,"AT2G21530",0,"WRKY59",0,"SR1",0,"AT2G21530",0,"GRF1",0,"IAA8",0,"GPRI1",0,"GPRI1",0,"AT2G21530",0,"AT2G22750",0,"AGL17",0,"SR1",0,"AT2G21230",0,"SVP",0,"SVP",0,"SVP",0,"SVP",0,"IAA8",0,"BPC4",0,"GPRI1",0,"HAT9",0,"ERF53",0,"AT2G22760",0,"NAI1",0,"AT2G21230",0,"AT2G22750",0,"SVP",0,"NAI1",0,"HAT9",0,"HAT9",0,"SVP",0,"HAT9",0,"SUVH6",0
"AT2G20350","AT2G20350",0,"HB6",0,"HB6",0,"IAA8",0,"NAI1",0,"AT2G22760",0,"WRKY59",0,"WRKY59",0,"GRF1",0,"IAA8",0,"SUVH6",0,"SUVH6",0,"SUVH6",0,"AT2G22750",0,"AT2G22760",0,"AGL17",0,"ERF53",0,"HAT9",0,"WRKY59",0,"AT2G22200",0,"HB6",0,"WRKY59",0,"bZIP6",0,"SUVH6",0,"ERF53",0,"ERF53",0,"WRKY59",0,"AT2G22760",0,"IAA8",0,"HB6",0,"BPC4",0,"AGL17",0,"AGL17",0,"AGL17",0,"AGL17",0,"SUVH6",0,"AT2G21530",0,"ERF53",0,"GRF1",0,"AT2G21230",0,"NAI1",0,"HAT9",0,"BPC4",0,"AT2G22760",0,"AGL17",0,"HAT9",0,"GRF1",0,"GRF1",0,"AGL17",0,"GRF1",0,"AT2G22750",0
"AT2G20400","AT2G20400",0,"SVP",0,"SVP",0,"SUVH6",0,"HAT9",0,"NAI1",0,"AT2G22200",0,"AT2G22200",0,"bZIP6",0,"SUVH6",0,"AT2G22750",0,"AT2G22750",0,"AT2G22750",0,"AT2G22760",0,"NAI1",0,"IAA8",0,"AT2G21230",0,"GRF1",0,"AT2G22200",0,"SR1",0,"SVP",0,"AT2G22200",0,"MYB70",0,"AT2G22750",0,"AT2G21230",0,"AT2G21230",0,"AT2G22200",0,"NAI1",0,"SUVH6",0,"SVP",0,"AT2G21530",0,"IAA8",0,"IAA8",0,"IAA8",0,"IAA8",0,"AT2G22750",0,"WRKY59",0,"AT2G21230",0,"bZIP6",0,"BPC4",0,"HAT9",0,"GRF1",0,"AT2G21530",0,"NAI1",0,"IAA8",0,"GRF1",0,"bZIP6",0,"bZIP6",0,"IAA8",0,"bZIP6",0,"AT2G22760",0
"GPRI1","GPRI1",0,"AGL17",0,"AGL17",0,"AT2G22750",0,"GRF1",0,"HAT9",0,"SR1",0,"SR1",0,"MYB70",0,"AT2G22750",0,"AT2G22760",0,"AT2G22760",0,"AT2G22760",0,"NAI1",0,"HAT9",0,"SUVH6",0,"BPC4",0,"bZIP6",0,"SR1",0,"HB6",0,"AGL17",0,"SR1",0,"WRKY15",0,"AT2G22760",0,"BPC4",0,"BPC4",0,"SR1",0,"HAT9",0,"AT2G22750",0,"AGL17",0,"WRKY59",0,"SUVH6",0,"SUVH6",0,"SUVH6",0,"SUVH6",0,"AT2G22760",0,"AT2G22200",0,"BPC4",0,"MYB70",0,"AT2G21530",0,"GRF1",0,"bZIP6",0,"WRKY59",0,"HAT9",0,"SUVH6",0,"bZIP6",0,"MYB70",0,"MYB70",0,"SUVH6",0,"MYB70",0,"NAI1",0
"ERF53","ERF53",0,"IAA8",0,"IAA8",0,"AT2G22760",0,"bZIP6",0,"GRF1",0,"HB6",0,"HB6",0,"WRKY15",0,"AT2G22760",0,"NAI1",0,"NAI1",0,"NAI1",0,"HAT9",0,"GRF1",0,"AT2G22750",0,"AT2G21530",0,"MYB70",0,"HB6",0,"SVP",0,"IAA8",0,"HB6",0,"DEAR3",0,"NAI1",0,"AT2G21530",0,"AT2G21530",0,"HB6",0,"GRF1",0,"AT2G22760",0,"IAA8",0,"AT2G22200",0,"AT2G22750",0,"AT2G22750",0,"AT2G22750",0,"AT2G22750",0,"NAI1",0,"SR1",0,"AT2G21530",0,"WRKY15",0,"WRKY59",0,"bZIP6",0,"MYB70",0,"AT2G22200",0,"GRF1",0,"AT2G22750",0,"MYB70",0,"WRKY15",0,"WRKY15",0,"AT2G22750",0,"WRKY15",0,"HAT9",0
"AT2G21230","AT2G21230",0,"SUVH6",0,"SUVH6",0,"NAI1",0,"MYB70",0,"bZIP6",0,"SVP",0,"SVP",0,"DEAR3",0,"NAI1",0,"HAT9",0,"HAT9",0,"HAT9",0,"GRF1",0,"bZIP6",0,"AT2G22760",0,"WRKY59",0,"WRKY15",0,"SVP",0,"AGL17",0,"SUVH6",0,"SVP",0,"SET1",0,"HAT9",0,"WRKY59",0,"WRKY59",0,"SVP",0,"bZIP6",0,"NAI1",0,"SUVH6",0,"SR1",0,"AT2G22760",0,"AT2G22760",0,"AT2G22760",0,"AT2G22760",0,"HAT9",0,"HB6",0,"WRKY59",0,"DEAR3",0,"AT2G22200",0,"MYB70",0,"WRKY15",0,"SR1",0,"bZIP6",0,"AT2G22760",0,"WRKY15",0,"DEAR3",0,"DEAR3",0,"AT2G22760",0,"DEAR3",0,"GRF1",0
"BPC4","BPC4",0,"AT2G22750",0,"AT2G22750",0,"HAT9",0,"WRKY15",0,"MYB70",0,"AGL17",0,"AGL17",0,"SET1",0,"HAT9",0,"GRF1",0,"GRF1",0,"GRF1",0,"bZIP6",0,"MYB70",0,"NAI1",0,"AT2G22200",0,"DEAR3",0,"AGL17",0,"IAA8",0,"AT2G22750",0,"AGL17",0,"LBD10",0,"GRF1",0,"AT2G22200",0,"AT2G22200",0,"AGL17",0,"MYB70",0,"HAT9",0,"AT2G22750",0,"HB6",0,"NAI1",0,"NAI1",0,"NAI1",0,"NAI1",0,"GRF1",0,"SVP",0,"AT2G22200",0,"SET1",0,"SR1",0,"WRKY15",0,"DEAR3",0,"HB6",0,"MYB70",0,"NAI1",0,"DEAR3",0,"SET1",0,"SET1",0,"NAI1",0,"SET1",0,"bZIP6",0
