"","CCR1_pwg","CCR1_coeff","CCR1_pwg","CCR1_coeff","4CL1_pwg","4CL1_coeff","CSE_pwg","CSE_coeff","4CL3_pwg","4CL3_coeff","CAD1_pwg","CAD1_coeff","CCR2_pwg","CCR2_coeff","HCT_pwg","HCT_coeff","CAD2_pwg","CAD2_coeff","CAD3_pwg","CAD3_coeff","C4H_pwg","C4H_coeff","PAL1_pwg","PAL1_coeff","C3H_pwg","C3H_coeff","PAL4_pwg","PAL4_coeff","CAD4_pwg","CAD4_coeff","4CL5_pwg","4CL5_coeff","4CL2_pwg","4CL2_coeff","PAL2_pwg","PAL2_coeff","CCoAOMT1_pwg","CCoAOMT1_coeff","CAD5_pwg","CAD5_coeff","F5H_pwg","F5H_coeff","CAD6_pwg","CAD6_coeff","CAD7_pwg","CAD7_coeff","CAD8_pwg","CAD8_coeff","CAD9_pwg","CAD9_coeff","PAL3_pwg","PAL3_coeff","COMT1_pwg","COMT1_coeff"
"KNAT1","KNAT1",44.7013725213426,"AGL18",30.12013371351,"ARF17",48.396466723551,"SOL1",55.1856851297759,"AT1G64620",52.1666643189269,"AT1G68920",23.7432027515594,"AT5G14260",44.6724881145855,"ARF17",23.3122379392595,"AT4G12240",46.3995367504695,"AT4G12240",46.3995367504695,"ETT",42.9607612526283,"ERF3",43.7996212467439,"AT3G14740",45.6283490511658,"bZIP58",56.1492602688397,"KNAT6S",47.257281488912,"SCRM2",41.1571190895394,"WRKY69",49.6481197400117,"AT3G16280",36.4937437356164,"PDF2",52.4686425545327,"AT3G14740",84.5124040472994,"SOG1",34.2808941309473,"AGL96",49.25870245155,"ATML1",80.2218756349338,"MYB6",28.9743981604549,"AT4G00940",66.7101775265053,"GPRI1",42.2440334488775,"ZHD1",51.2087288816605
"ERF6","ERF6",44.6378237546123,"ZFN1",30.0653937906904,"AT1G03040",47.6435538868381,"ZHD4",54.8195470180317,"MYB16",52.0327553390737,"AT1G68670",23.5303511737842,"RAP2.5",43.978041466516,"NTL6",23.268273621417,"HB-1",46.2684176493173,"HB-1",46.2684176493173,"LBD30",42.3026597193834,"NAC2",43.6682954833465,"AT4G31680",43.9445343685613,"GTL1",55.7266681257632,"GNC",47.1920461593639,"ETT",40.7163136384173,"TMO7",49.6045050640023,"NFD4",35.9127738253082,"NAC2",51.544994602957,"ZHD4",84.3768948588849,"LRD3",34.2156974425666,"IAA9",48.4525701630698,"AT1G74840",79.7922125927316,"SPL4",28.5204010541665,"TIFY3B",66.1740359109063,"IAA9",42.0435455546434,"ZHD4",50.4799414763564
"ZHD1","ZHD1",44.3563954511594,"WER1",29.6468460859301,"AT1G69170",46.3312438014179,"ERF3",53.5252578420193,"AGL87",50.707903403643,"SHR",23.3815338464621,"PUX2",43.8790549776951,"MYBL2",23.1642177997946,"MYB52",46.2179875843656,"MYB52",46.2179875843656,"NFD4",41.6717021817652,"SOG1",42.3718025018849,"LBD30",43.5103697923053,"ELF6",54.4480038149092,"WAM1",47.0708670495893,"WRKY21",40.0817667923577,"MYB52",48.6203149373571,"ZHD1",35.7952866827918,"AT5G54630",50.6638829075183,"ICU4",83.8865899223694,"WDY",33.903114358146,"HSFB1",47.6010624907483,"TCP5",79.1015040739504,"AT3G04450",28.1938226466951,"WRKY32",65.6667673124777,"BPC2",42.021883299307,"MYB69",50.1963891461208
"ELF6","ELF6",43.4331784484728,"TGA4",29.1607168360913,"ZHD1",45.9079452945496,"AT5G16470",53.315487042277,"GRF2",50.585313126495,"PIL2",23.3091777345399,"HAM4",43.2045660143589,"TCP10",23.1061171492176,"ZFP5",45.4929792998861,"ZFP5",45.4929792998861,"TCP2",41.1813387012903,"ATML1",42.0076392602384,"ZHD4",43.2495135804426,"AT1G69170",53.7530405230695,"PTL",45.9190771297607,"AT1G68200",38.410792499532,"NAC001",48.6168906564842,"AT4G38900",35.7134024166902,"ETT",48.8932830830241,"AT5G16680",83.4824755999945,"HAT1",32.8967742067369,"AT1G68520",47.1839586836365,"bZIP58",77.329187446209,"DIA",28.1887211604053,"SGR1",64.7914665397705,"MYB16",41.9851167542928,"TGA5",50.0435698520746
"LBD30","LBD30",41.5362475242992,"AT3G11100",29.1202188633806,"LBD30",45.6007162748929,"MYB7",53.091765227664,"AT2G35430",50.3559664582103,"PCK1",23.2190017802798,"BEH1",42.7183954823393,"RAV1",23.0904854560881,"REV",44.739304099272,"REV",44.739304099272,"WRKY45",41.042844087202,"LBD30",41.8810254433009,"GATA3",41.4395539083746,"IDD5",53.7289234957875,"AT1G68520",45.0071006574317,"bZIP42",38.0179893760648,"bHLH104",48.5274219200579,"WRKY21",34.8046769091973,"AT5G16470",48.3741212587357,"IAA13",83.0541050477052,"WRKY48",32.4769557906688,"SPL4",47.183305469416,"PDF2",74.5227081086755,"AT2G29060",28.1731797265538,"HDG2",62.4720152379508,"TMO7",41.8960784755819,"ICU4",49.7072234082798
"ZHD4","ZHD4",40.775768590462,"CAL1",29.0561759078664,"HAT1",45.3407733819074,"IAA22",51.0342746307211,"AT2G38300",49.1983656599795,"RHD6",23.1526302448622,"BZIP60",41.6009351024725,"CDC5",22.9225117057234,"SMZ",44.0284536031345,"SMZ",44.0284536031345,"AT4G31420",40.8388623330043,"WRKY21",41.6774448762727,"TGA2",41.1932840228333,"TCP2",53.1852009098892,"AT5G01200",44.6497947717422,"LBD30",37.707270689946,"TGA1",47.4412658569876,"SUVR1",34.6174371721301,"TCP2",48.0941545311196,"ARF17",82.8287786753276,"WRKY21",32.4305622107629,"MYB103",47.0770201351611,"RAP2.12",73.9978582626299,"WER1",28.034093669712,"MYB32",62.4310733499107,"AT3G07670",41.3881376937464,"AGL87",48.9310298513466
"MYB15","MYB15",40.4265533009703,"SDG5",28.8857356062756,"MYB69",44.1691737013183,"ATAF1",50.8440202352946,"TIFY11A",48.7596032133969,"CRF3",22.9983509816355,"AT1G68520",41.1900707786369,"BLH10",22.6898715849671,"ICU4",42.8164287419479,"ICU4",42.8164287419479,"GTL1",40.5818352185746,"ELF6",41.4417284685371,"OXS2",41.0092096384488,"GRF2",52.0641135879421,"NF-YC9",44.4615378755875,"MYB7",37.0577390856151,"AT4G31420",47.4143708608305,"LBD30",34.5064172655831,"AT4G31420",47.952142793459,"TCX2",82.2365294409231,"IDD7",32.3994837072611,"TIFY10B",46.5705864659786,"SOL1",73.8788274012843,"MYB7",27.9258394066657,"TCX2",62.0408556097307,"AT2G38250",41.0434494550908,"VAL2",48.63886582055
"VOZ1","VOZ1",40.0856170964999,"HDG2",28.8619723781223,"MYB32",43.926531598076,"YAB5",50.5188503274905,"AT1G67310",48.5457405411479,"TMO7",22.6693727171173,"ZFP5",40.6170952797916,"AT1G66810",22.6366403623068,"HDG1",42.3330869325737,"HDG1",42.3330869325737,"ELF6",40.4223935350725,"SCRM2",40.1051827957596,"U2AF35B",41.000715609264,"WRKY32",51.376658537896,"AT1G66810",43.9901560761562,"AGL96",36.6586201723971,"MYB85",46.7215084333377,"MYB30",34.1426768835317,"AT4G16150",47.746328001548,"MYB7",82.2026134365371,"HB20",32.0277694062226,"SUVH6",46.5278072374164,"WRKY17",73.3267209117277,"TCP2",27.1654158635711,"BZIP28",61.8558519112043,"AT2G28810",40.6856347562738,"ELF6",48.3021828588955
"EDA29","EDA29",39.4641810576264,"SPL4",28.8194343954191,"bZIP58",43.4283120107601,"SNZ",49.3804721541975,"YAB5",48.2478032846363,"PDF2",22.5122260451299,"AT1G14030",40.5634289071836,"AGL101",22.6167462539817,"IAA8",42.0605438859677,"IAA8",42.0605438859677,"TCX2",40.3125722617306,"ZHD4",38.8031910052883,"AT1G77920",40.9038844239243,"BZIP61",51.3331484659631,"WRKY21",43.9548431180288,"AT4G38900",35.406050760718,"BZIP17",46.6500372155916,"AT1G66810",33.5305621786726,"BZIP61",47.7451825958979,"YAB1",81.3597952675308,"SAW2",31.518559406222,"PLIM2b",46.0795473044648,"bHLH071",73.2568216306754,"SUVH10",27.0332094389982,"AT3G11100",61.4186226710894,"BPC7",39.5188677552528,"CRF5",47.9728120729616
"TCP2","TCP2",37.6218999840554,"PHL1",28.8172561114903,"ERF3",42.7055762173867,"bHLH071",49.1761245953181,"ATAF1",48.198296362728,"AT5G60140",22.3721925478692,"WRKY23",39.4806278656351,"NST1",22.5253281077764,"TGA2",40.6346390509006,"TGA2",40.6346390509006,"XND1",40.1333153749076,"SHI",37.7322345033946,"STOP1",40.7812855527988,"NAC2",50.7887863157485,"CRF10",43.951264276084,"MYB74",35.3164505832139,"MYB43",46.4044020007227,"bZIP42",33.5078661026026,"RR12",47.614518345979,"TIFY3B",80.1480014513599,"REV",30.9397415127353,"PIL6",45.5452340406776,"WAM1",72.9533865503702,"AT3G62240",26.9744542076247,"SCL14",61.3522198355256,"KAN4",39.4142327701768,"WRKY17",47.9441717550277
"YAB1","YAB1",37.4965031701405,"MYB31",28.3406877744036,"TGA6",42.5033485241046,"SCL21",47.6338840924496,"TMO3",47.9003989185358,"HB16",22.3279891347627,"ZFP8",39.2901514830046,"TCP4",22.4763304157282,"PHV",40.4250758194678,"PHV",40.4250758194678,"RR12",39.5899093350851,"NFD4",37.182451048197,"MYB16",40.6570777872321,"KNAT1",49.8279488746207,"ZFAR1",43.936686036836,"bHLH104",35.1929983906468,"bHLH071",44.9933396776962,"EIL1",33.2367972669387,"AT4G31680",46.4853096487765,"TCP2",80.1397049827708,"BLH3",30.90187661709,"AT2G03710",45.4353959645451,"GATA12",72.7640051988632,"TMO7",26.6768428352347,"AGL21",61.1452219993621,"NF-YB3",39.2314946415099,"TGA1",47.644267955483
"AT3G16280","AT3G16280",37.4931948165503,"KAN4",28.2521695900689,"NAC003",42.017546868128,"VAL2",47.4655786784886,"MYB58",46.4675634057651,"BZIP28",22.2005372868949,"HB18",37.7119178354307,"SOG1",22.4284666921333,"ZAP1",39.9253485952532,"ZAP1",39.9253485952532,"ZHD4",38.4062118310601,"AT4G38900",36.7223741194417,"WRKY21",40.6023773404228,"IAA13",49.565560907892,"HAM4",43.8542686483425,"NF-YB13",34.8148774431102,"WER1",44.3610289857321,"XND1",32.8621642561587,"BZIP34",46.4654802246583,"CIA2",79.9804693353946,"NF-YB12",30.7675578218443,"AT2G21530",45.4103881639533,"AT4G24060",72.7128998600177,"NF-YB7",26.6126507741442,"PUX2",59.9327067207044,"AT2G02160",39.1639347617484,"AT1G69170",47.2613742560446
"VAL2","VAL2",37.4256596517654,"HB40",27.7160085279354,"SAW2",41.5623267827841,"AT4G17810",47.4448524284264,"ICU4",46.4635751182054,"AGL21",22.1370868425692,"ZFAR1",36.8359719567062,"HAT1",22.3961078915254,"WRKY74",39.8954993478383,"WRKY74",39.8954993478383,"IDD5",38.205597726947,"IDD5",36.6142583310564,"ELF6",39.6849049913437,"AT4G31420",49.4950651656023,"RAP2.2",43.762079966309,"TCX2",34.8000901643535,"SPL4",44.3512862102777,"ZFP5",32.6931444595536,"VAL2",45.4349141354122,"YAB5",79.7882305128301,"AT2G28810",30.6443568990927,"GT2",45.0340907884698,"BZIP34",72.5393366876616,"RR18",26.1995256832909,"AT5G54630",59.9085397402486,"IAA22",38.8033135919766,"AT2G44745",46.5267495316866
"BZIP34","BZIP34",37.0639006602947,"NAC074",27.6326236273766,"NAC2",41.2890791257565,"XND1",46.5701287444701,"GTL1",46.2136874349509,"AT5G22890",22.0043805082736,"AT5G54630",36.7744396679627,"AT5G67010",22.3627814792531,"BZIP61",39.7865474432517,"BZIP61",39.7865474432517,"WRKY13",37.6086685734654,"AT4G16150",36.4468174360893,"VOZ2",39.6059871946199,"SCL14",49.4813054320875,"AT3G16280",43.2958526062823,"XND1",34.6045266975012,"KNAT1",44.1681287336892,"AGL21",32.6118532067437,"LBD30",45.2854265274662,"KNAT1",79.1488836102544,"WRKY32",30.5703368771649,"ZFP3",44.363929839616,"LBD15",71.9885099655655,"HDG5",25.9857667544414,"AT5G58620",58.8535047810151,"MYB52",38.3177303291517,"LBD30",46.3912920230962
"ATML1","ATML1",36.2896768219705,"AT3G07220",27.4465676893988,"IAR2",41.2735461688678,"AT5G25475",45.5998170432946,"AT5G01200",46.0488368136096,"SPT",21.9610596056925,"WRKY18",36.5545989154929,"GT2",22.2523386391381,"AGL18",39.4102649604075,"AGL18",39.4102649604075,"SCRM",37.3320284632372,"bZIP58",35.9217202629103,"SOG1",39.3416763366886,"MYB32",49.26928844879,"AT3G07670",42.7878964004433,"AT2G44730",34.0614967429234,"AT5G22890",44.0996482214248,"TCP5",32.5065244744102,"ATML1",45.1926062916844,"VOZ1",79.1326765267418,"KAN2",30.5400283077482,"ARF17",44.2379715921149,"AT5G16470",71.8777212830691,"PRR4",25.7382824606635,"CRF5",58.8491032002291,"SUN6",38.2568059421312,"WRKY13",45.4660614359754
"AL5","AL5",36.191670834484,"AT1G66810",27.4095458617407,"WRKY13",41.1520930652182,"TLP6",44.5871069328172,"FYF",45.5886135603634,"BZO2H3",21.8946186858167,"NTL6",36.2624006986805,"MYB30",22.2062292206108,"HB20",39.2798168866286,"HB20",39.2798168866286,"WRKY35",37.1752904645589,"BZIP61",35.80561121261,"HB-1",38.979307716359,"ZIM",49.0077835048041,"TMO7",42.3586365882507,"ERF3",32.9631970384863,"MYB58",43.4979042115739,"PIL5",31.994521535378,"TCX2",45.1898386299477,"GTL1",77.7610526322072,"MYB69",30.5217547506588,"SPL12",44.0373770745549,"SOG1",71.3154518824641,"AT2G38300",25.5999767531985,"AT5G01200",58.0527014046246,"ASIL2",37.8351285881645,"NF-YB13",43.9899952078038
"AT5G16470","AT5G16470",36.043131764903,"ZHD9",27.0104301736676,"WRKY21",40.9582081161449,"YAB3",44.0279086243803,"SGR1",45.5630610729497,"MYB61",21.8524115956256,"NF-YB3",35.596660316199,"TGA6",22.1356982086314,"XND1",38.0532319318653,"XND1",38.0532319318653,"WRKY21",37.174427720442,"bZIP42",35.1043958577484,"HSFB1",38.335567020903,"VAL2",48.7109233252069,"AT1G77920",41.8513942624654,"SHI",32.8358549276396,"AT2G21530",43.4687291251536,"VND4",31.9400520413294,"SHI",44.7596391884992,"ZFP6",77.3953823067557,"BLH10",30.460001738318,"ARF10",43.08718613501,"AT3G45260",70.4917845991015,"CAL1",25.5205250176213,"AT3G07220",58.0416468128579,"AT5G18450",37.6647926908198,"AT4G31420",42.1088939419207
"AT3G14740","AT3G14740",36.0200102037144,"bHLH115",26.9183027838012,"SAW1",40.8881125528541,"RR12",43.9082276255574,"AT1G68360",45.4898715264542,"AT2G38250",21.8095134730444,"YAB5",35.4258724467006,"SPL1R2",22.1161023816427,"SPL1R2",37.9342656768036,"SPL1R2",37.9342656768036,"AT5G14260",35.3724878857343,"ZIM",34.6664869431522,"NFD4",37.7706423615546,"RR12",48.428634387637,"PIL6",41.7881238633064,"AT2G32310",32.5991789032731,"PDF2",43.4600668514123,"HAT3",31.800293258443,"YAB5",44.4561124085541,"WLIM2b",76.9750821023087,"AT2G28200",30.4592013339106,"AT2G38250",42.9559868842497,"AT1G75710",69.8446598206093,"NGA1",25.4947307352684,"SPL12",57.9586737449716,"AL5",37.5843879493329,"SCRM",41.0396536457833
"AT2G38090","AT2G38090",35.7760805343871,"WRKY44",26.806966454808,"AT2G38250",40.6979908435396,"bHLH104",43.6081667560504,"VOZ1",45.3986384000051,"AT3G25790",21.7317265905804,"AT5G23405",35.0918391359133,"bHLH11",22.0584373564169,"MYB69",37.8016550855311,"MYB69",37.8016550855311,"MYB32",35.1599058865189,"AT1G68520",34.6142535655262,"IDD11",37.5071867341206,"CRF5",47.9367176015898,"GATA3",41.1152617899125,"RR12",32.5344153948811,"ZFP8",43.2044298126941,"ANR1",31.3129456450297,"CRF10",43.7082189821145,"VND4",76.9244940131161,"VAL2",30.4065492402735,"AGL21",42.4695451012943,"MYB52",69.7242613040822,"AGL66",25.3168574247522,"AT1G67310",57.9516695557951,"AT5G63900",37.1712668822459,"TCP2",39.6683709014259
"GRF2","GRF2",35.6012582908158,"ORG3",26.7984422490559,"ZHD4",40.539428621737,"AT2G03710",43.5466779605666,"ETT",45.0641724513857,"MYB112",21.7133575627884,"SR1",35.088121042621,"RAX2",21.9678432503852,"IDD7",37.7895395687341,"IDD7",37.7895395687341,"MYB7",35.0225010410004,"SCL14",33.7617278001346,"AT4G38900",37.3362394451937,"LBD30",47.9238091785903,"SAW1",40.5942604059899,"IAR2",32.3638272844862,"AT1G49010",43.1662074321485,"LBD25",31.2378712772425,"AT5G14260",43.0607767713441,"AT1G69170",76.503317901371,"WER1",30.1817790095011,"MYB7",42.4598730965316,"AT1G68200",69.6286126607194,"HDG4",25.2252839297755,"BEH1",57.4490435647014,"NF-YB10",36.2641926858327,"ZFP1",39.4626161838979
"WRKY48","WRKY48",35.1891357762225,"NAC084",26.7158837686891,"LRD3",40.5226880891202,"LBD30",43.1300403549033,"bZIP6",45.0416053863408,"EEL",21.581679839222,"NAC001",35.0855363463912,"ZHD8",21.9500020606366,"AT2G44745",37.5601938466358,"AT2G44745",37.5601938466358,"HAT3",34.6419484584394,"AT5G03510",33.5196285555884,"SCRM2",36.7972765214233,"YAB5",46.7938613971262,"PDF2",40.3978672724266,"ATML1",32.2073703637976,"CRF3",41.4275365496598,"MYB55",30.7085427327703,"ELF6",42.673641326336,"SNZ",76.4505558229276,"AT4G00940",29.7989259672022,"ZFP8",42.0364801057126,"AT2G38090",69.0655953399986,"WHY3",25.155078132973,"TGA5",57.4300986565904,"ZFP8",36.2587194470089,"PDF2",39.2466359850605
"ATAF1","ATAF1",34.6185655313783,"GNC",26.5862213534024,"NFD4",39.8520578313985,"IAA9",42.213501594601,"ZHD1",44.8050839258075,"GBF3",21.5457952151645,"WRKY11",34.4702966637883,"bZIP58",21.9305664261107,"LRD3",37.1305565144877,"LRD3",37.1305565144877,"AT1G47655",34.3765134867943,"SCZ",33.0593122569211,"AT4G12240",36.3898504196479,"bHLH071",46.7204408621842,"AT5G25475",39.888860437838,"WRKY70",32.0635229238117,"AT4G01460",41.3678591117116,"SAW2",30.700317571544,"WRKY17",42.6531548855051,"ERF3",76.3917548893574,"FYF",29.2717289216721,"WRKY13",41.9992226174387,"AT1G67310",68.6652781600911,"MYBL2",25.126048883094,"GBF2",57.173630867458,"NAC075",36.0350334813872,"MYB7",39.1161073527383
"AT1G47655","AT1G47655",33.9456691850883,"GATA17",26.4381742989942,"BZIP61",39.6763745604342,"TIFY10B",41.9999690228979,"TMO7",44.1558984608363,"AT5G63260",21.4988213067551,"SCZ",34.3443455136871,"PS1",21.8325126949611,"GBF3",37.0926533265898,"GBF3",37.0926533265898,"bZIP42",33.6775437410451,"BPC2",33.0008219776529,"SAW1",35.8260739074704,"EIN3",45.8985913076584,"TIFY10A",39.1963200264275,"WRKY45",31.9760148338465,"MYB7",40.9884868744652,"PIL2",30.5889389340751,"AT2G28200",42.5282035567204,"MYB43",75.8288402523445,"LBD30",28.7975970192352,"PDF2",41.3985132185222,"AT1G68360",68.6167807929541,"MYB80",25.0045537528376,"MYB30",57.1253293576527,"NAC2",35.9910912010709,"AT2G28200",39.0882131171769
"SOL1","SOL1",33.9089930849149,"NF-YB12",26.4378579358672,"AT2G28200",39.2454790126105,"AT1G47655",41.8415557190915,"SCL21",43.4445695333891,"AT5G14370",21.4645755813967,"ZFN3",33.604409569707,"BLH6",21.7284083437562,"KAN2",36.83371752316,"KAN2",36.83371752316,"SHI",33.6029380422596,"AT2G28200",32.4558680537941,"AT1G47655",35.8094813657341,"MYB7",44.9470197447851,"PAP1",38.9153914223743,"NST1",31.7550119587326,"MYB74",40.3597969793846,"AT5G03510",30.5408092016887,"TGA1",42.2236687488671,"AT3G11100",75.4110822784913,"MYB10",28.7125762970337,"AT1G14030",41.2524865548355,"TGA1",68.5817284662336,"TCP3",24.9851171627646,"BZIP60",55.7406185335629,"AT5G22890",35.3871254654739,"GRF2",37.7712058015363
"ZFP1","ZFP1",33.7503292486642,"MYB58",26.1260158565301,"WRKY17",39.1149086379242,"BZIP34",41.645531107214,"AT4G31680",42.853647942069,"AT2G22760",21.3998256005233,"NAC016",33.0716410133867,"NF-YC7",21.6907304625775,"AT4G31420",36.6917724133229,"AT4G31420",36.6917724133229,"NF-YB3",33.2688719847998,"SAW1",31.641890632984,"GNC",35.8079391712463,"NFD4",44.8336584496565,"AT5G22890",38.4727533476809,"AT5G03510",31.7185624520337,"VAL2",40.1907581003777,"TGA4",30.4330800870837,"AT4G17810",42.1637933354637,"MYB55",75.2801695129419,"bZIP6",28.6799491538478,"AT1G66810",40.9666892568856,"AT3G57480",66.8625352366569,"IAA29",24.9159335770097,"MYB16",55.7324872759571,"SCRM2",35.2875375779181,"GTL1",37.6617302768468
"AT1G19210","AT1G19210",33.255848165121,"TGA5",25.9198670031512,"BLH3",38.6546053494825,"AT1G14580",41.5843687451208,"ELF6",42.8505165297311,"ATAF1",21.3448759005872,"WRKY45",33.058812906283,"AT4G17810",21.5834498444282,"AT2G28810",36.4278525976473,"AT2G28810",36.4278525976473,"PIL5",33.2567872965067,"HSFB3",31.6298578210077,"SHI",35.7395592914153,"ZFN1",44.7299194097649,"IDD11",38.3917780634416,"AT1G58110",31.6058104374305,"AT3G45260",40.1437790792929,"LRD3",30.3056291767676,"bHLH071",42.0353807352225,"AT1G68200",75.0039479864734,"TCP5",28.4992319623671,"TCP10",40.6775259912848,"AT1G49010",66.5628971386773,"HAC2",24.8482627964982,"EDA29",55.4276510102349,"SUVR1",34.9160100263933,"TIFY3B",36.762341435112
"MYB32","MYB32",32.780736700018,"bZIP16",25.914225267483,"GRF2",38.5151484961662,"BPC6",40.4829284708108,"MYB103",42.2821525830688,"WRKY60",21.3250817527092,"AT1G14580",32.948091525753,"AT1G76110",21.4598593212117,"AT1G44810",36.1966634416757,"AT1G44810",36.1966634416757,"HB-8",33.0640459606391,"PIL5",31.5945848962244,"DPBF3",35.6331823358888,"ZFP1",44.3089269386247,"ZIM",38.1715753487504,"SPL7",31.3206697747017,"ZHD7",39.6146838108818,"WRKY14",30.2802395924611,"TIFY3B",41.4011382537536,"XND1",73.5954488916512,"AT3G11280",28.3774237621192,"NAC003",40.4574056769557,"ZHD4",66.4482314635255,"SOL1",24.8303544132255,"GATA3",55.2989008346332,"GATA1",34.6278954200383,"EIL1",36.5268923166576
"ZHD7","ZHD7",32.6602700531392,"GATA1",25.6765491732791,"GTL1",38.5053298992722,"HSFB1",40.4092718893531,"AT3G07670",41.9879668488407,"MYB74",21.2938350310137,"HB-1",32.9236137940877,"BPC2",21.4491954518942,"ZFP4",36.0537608797009,"ZFP4",36.0537608797009,"AT5G03510",33.0282059127685,"MIF1",31.472903092876,"TCP2",35.4727418492644,"TIFY3B",43.4533299645902,"ATML1",37.3468756694366,"BLH10",31.2798961929153,"GBF3",39.4944787062247,"PS1",30.0310219503525,"GRF2",40.1034188644012,"AT2G21530",72.7951061141284,"AT2G44745",28.289256505118,"NF-YB3",40.415657070042,"ARR11",66.2197913475441,"WRKY10",24.6587369917368,"GTL1",54.9849211070511,"AT1G68360",34.1880285025145,"IAR2",36.5017281692997
"MYB86","MYB86",32.6516645579158,"MYB6",25.6415285281912,"GNC",38.0938830852472,"WRKY35",40.1846470062016,"HDG2",41.7979004510948,"NF-YB1",21.008920052269,"AT3G45260",32.7599535404195,"TOE3",21.4369242736919,"PAP1",35.23048384082,"PAP1",35.23048384082,"PDF2",32.9054398831337,"ASIL2",31.4246929780362,"ASIL2",35.4660761916936,"HB-8",43.4092903347051,"AT4G24060",37.2674009875461,"MYB69",30.7787648147645,"AT5G16680",39.1818252968433,"WRKY13",29.9874253768009,"ERF3",39.9569555835212,"NF-YB13",72.2172215112017,"AT5G25475",28.0746657739356,"HDG1",40.4117251778646,"VND4",66.2122345210222,"AT2G32310",24.6127782900569,"ZHD1",54.8243071784892,"WER1",34.1834251166919,"INO",36.1122178851231
"SNZ","SNZ",32.3905535801949,"TGA1",25.5430474400942,"REV",37.3538023116369,"AT2G38090",40.0337693792388,"AL5",41.7642610394921,"SCL21",20.8967223590652,"TIFY5A",32.5706417121498,"ERF-1",21.4173343117748,"SAW2",35.1735071861017,"SAW2",35.1735071861017,"YAB1",32.6364954746794,"PS1",31.3051363636623,"TCX2",35.3196916774477,"AT1G68520",43.1487496384357,"IAA22",37.1192729486039,"bZIP3",30.6488395341055,"TGA5",38.9216022484524,"AT1G76110",29.9596996460278,"AT2G44745",39.5658232501195,"LBD41",71.9923323718533,"bZIP3",28.0193944258252,"SMZ",39.7408376781795,"AT5G63260",64.4589733136289,"ZFP6",24.6038829496517,"AT5G14260",54.4114420506372,"GRF2",34.1200575492003,"AT1G47655",35.5331872653763
"NST1","NST1",32.0172626799966,"NF-YB8",25.5087867085118,"TIFY3B",36.5243868930648,"ZFP8",39.9292218245984,"MYBCOV1",40.9450657517178,"AT2G40620",20.8712128301975,"AT1G68360",32.4359482166731,"YAB1",21.2981746836602,"AT1G64620",35.1112298087828,"AT1G64620",35.1112298087828,"EIL1",32.2582861429274,"HAT3",31.2446246258843,"ZFN1",34.783242771466,"AT2G44745",43.1340009258108,"MYB74",37.0760194312818,"TCP11",30.6198840603839,"NF-YB3",38.4169557471346,"TIFY10B",29.8468750359585,"EIN3",39.3856559320767,"AT3G16280",71.2645117693208,"NF-YB13",27.9386273966951,"BEE2",39.4045138061942,"WLIM2b",64.3909299529036,"HSFB1",24.5954172936122,"LBD41",54.2402763080242,"ERF6",33.7989574859163,"AL5",34.996285129421
"AT3G11100","AT3G11100",31.9131084025783,"AT5G10120",25.4782893819209,"ICU4",36.4801373916495,"MYB55",39.7659462655784,"WER1",40.7763608731489,"BT5",20.8410298490052,"SUVH6",32.3279581830949,"AGL78",21.2757429696314,"KAN4",34.7590464838548,"KAN4",34.7590464838548,"AT1G14030",32.17918674926,"NST1",31.1737880964998,"NF-YC9",34.7815597051552,"MYB69",43.0768677733622,"FYF",37.0089799395648,"TGA1",30.521277947393,"PCK1",37.5407100427673,"NST1",29.4634797644448,"ZFP1",38.8498344475748,"ATAF1",71.2569255112015,"RAV1",27.8885107366162,"WDY",39.053019330753,"SPL4",64.2017952659922,"MYB98",24.5134891402828,"AT3G12130",54.161217464077,"ARF17",33.790552890877,"AT5G03510",34.8866731904029
